Node Number	Equivalent Elastic Strain (m/m)
16968	5.2101e-002
16968	4.4383e-002
16969	3.8458e-002
16969	2.9762e-002
16970	3.5661e-002
16970	4.9579e-002
16971	5.0818e-002
16971	4.836e-002
16972	4.8626e-002
16972	2.8915e-002
16973	4.0159e-002
16973	6.1698e-002
16974	3.9744e-002
16974	2.2524e-002
16975	4.5541e-002
16975	3.4085e-002
16976	2.3671e-002
16976	3.0847e-002
16977	7.3626e-002
16977	4.5637e-002
16978	5.2899e-002
16978	3.915e-002
16979	4.4987e-002
16979	6.3559e-002
16980	5.032e-002
16980	4.8763e-002
16981	3.4836e-002
16981	5.1647e-002
16982	3.0088e-002
16982	3.298e-002
16983	4.4535e-002
16983	3.6458e-002
16984	4.1562e-002
16984	3.2827e-002
16985	3.725e-002
16985	4.0312e-002
16986	4.6081e-002
16986	5.8872e-002
16987	4.0858e-002
16987	4.9835e-002
16988	5.9364e-002
16988	5.5999e-002
16989	4.8789e-002
16989	4.604e-002
16990	3.5867e-002
16990	5.0685e-002
16991	4.4724e-002
16991	2.8157e-002
16992	2.8317e-002
16992	4.0227e-002
16993	2.4929e-002
16993	3.601e-002
16994	5.1092e-002
16994	3.6689e-002
16995	4.3225e-002
16995	4.6946e-002
16996	5.461e-002
16996	3.43e-002
16997	3.1597e-002
16997	4.9422e-002
16998	2.9561e-002
16998	4.7238e-002
16999	3.6715e-002
16999	4.3004e-002
17000	3.9099e-002
17000	3.294e-002
17001	4.2279e-002
17001	3.9644e-002
17002	4.366e-002
17002	2.3072e-002
17003	4.8918e-002
17003	4.4293e-002
17004	2.0549e-002
17004	4.0418e-002
17005	3.917e-002
17005	2.0968e-002
17006	7.2314e-002
17006	2.4958e-002
17007	4.7407e-002
17007	2.4966e-002
17008	3.3193e-002
17008	3.8014e-002
17009	3.1526e-002
17009	2.6616e-002
17010	3.3014e-002
17010	3.2785e-002
17011	3.8066e-002
17011	2.0065e-002
17012	3.5061e-002
17012	7.4748e-003
17013	3.3715e-002
17013	4.879e-002
17014	1.4989e-002
17014	1.0809e-002
17015	1.057e-002
17015	6.0955e-003
17016	1.3104e-002
17016	9.0292e-003
17017	3.1761e-002
17017	3.9996e-002
17018	1.7248e-002
17018	1.6214e-002
17019	3.6595e-002
17019	1.833e-002
17020	2.3643e-002
17020	1.9011e-002
17021	1.6503e-002
17021	1.8699e-002
17022	1.2318e-002
17022	1.4756e-002
17023	2.3552e-002
17023	2.561e-002
17024	2.2058e-002
17024	2.9855e-002
17025	1.9289e-002
17025	1.5471e-002
17026	4.4565e-002
17026	4.0675e-002
17027	3.2929e-002
17027	3.7559e-002
17028	2.837e-002
17028	2.7705e-002
17029	2.8551e-002
17029	3.9998e-002
17030	1.4546e-002
17030	1.0453e-002
17031	1.5796e-002
17031	2.9438e-002
17032	1.8007e-002
17032	1.1825e-002
17033	8.4177e-003
17033	1.1589e-002
17034	4.0187e-002
17034	2.9694e-002
17035	1.2487e-002
17035	1.0523e-002
17036	2.0348e-002
17036	1.3697e-002
17037	2.1615e-002
17037	1.3458e-002
17038	4.5625e-002
17038	2.3312e-002
17039	6.7993e-002
17039	3.7081e-002
17040	3.2916e-002
17040	2.812e-002
17041	1.8904e-002
17041	1.5287e-002
17042	1.5558e-002
17042	1.0805e-002
17043	1.7123e-002
17043	1.1767e-002
17044	1.0493e-002
17044	1.2634e-002
17045	2.5435e-002
17045	3.2679e-002
17046	1.3583e-002
17046	1.8328e-002
17047	1.0055e-002
17047	1.4797e-002
17048	1.6711e-002
17048	2.8521e-002
17049	2.904e-002
17049	3.1963e-002
17050	2.0988e-002
17050	3.7071e-002
17051	1.367e-002
17051	1.7184e-002
17052	1.2306e-002
17052	1.1911e-002
17053	1.0271e-002
17053	1.4595e-002
17054	1.346e-002
17054	1.7784e-002
17055	3.0414e-002
17055	1.0947e-002
17056	1.5909e-002
17056	9.6898e-003
17057	1.9761e-002
17057	6.3576e-003
17058	1.2652e-002
17058	9.6435e-003
17059	2.0256e-002
17059	2.6751e-002
17060	1.8519e-002
17060	1.5256e-002
17061	1.3016e-002
17061	2.6265e-002
17062	2.3088e-002
17062	2.8215e-002
17063	3.1772e-002
17063	2.971e-002
17064	2.2566e-002
17064	2.6036e-002
17065	9.9606e-003
17065	1.3584e-002
17066	5.21e-003
17066	8.8945e-003
17067	7.8041e-003
17067	1.1374e-002
17068	2.4096e-003
17068	4.7121e-003
17069	2.9262e-003
17069	6.1338e-003
17070	4.859e-002
17070	5.3234e-002
17071	3.3217e-002
17071	4.2757e-002
17072	3.2763e-002
17072	4.7436e-002
17073	4.8032e-002
17073	4.0293e-002
17074	4.8771e-002
17074	4.3498e-002
17075	4.5843e-002
17075	5.5585e-002
17076	3.8275e-002
17076	5.1563e-002
17077	4.585e-002
17077	5.1943e-002
17078	2.7229e-002
17078	3.5358e-002
17079	2.5132e-002
17079	2.8054e-002
17080	7.9895e-002
17080	4.6442e-002
17081	4.1577e-002
17081	2.2558e-002
17082	3.1848e-002
17082	1.815e-002
17083	3.9547e-002
17083	4.2598e-002
17084	2.8453e-002
17084	3.8352e-002
17085	3.9364e-002
17085	2.1323e-002
17086	3.4575e-002
17086	2.0794e-002
17087	2.2209e-002
17087	1.1509e-002
17088	1.7862e-002
17088	1.303e-002
17089	2.2257e-002
17089	2.851e-002
17090	1.015e-002
17090	2.235e-002
17091	9.9435e-003
17091	2.0766e-002
17092	2.8218e-002
17092	2.1704e-002
17093	4.7103e-002
17093	5.333e-002
17094	2.0862e-002
17094	4.3765e-002
17095	2.27e-002
17095	3.2897e-002
17096	3.179e-002
17096	2.7543e-002
17097	2.0788e-002
17097	1.3083e-002
17098	5.8531e-002
17098	7.1129e-002
17099	3.8113e-002
17099	4.46e-002
17100	4.7758e-002
17100	5.2034e-002
17101	4.1301e-002
17101	5.1735e-002
17102	2.8383e-002
17102	4.5016e-002
17103	4.8346e-002
17103	4.4332e-002
17104	8.0042e-002
17104	5.8045e-002
17105	6.2019e-002
17105	5.4585e-002
17106	3.9176e-002
17106	5.2968e-002
17107	4.178e-002
17107	4.7175e-002
17108	3.8599e-002
17108	4.3059e-002
17109	4.3853e-002
17109	2.1887e-002
17110	0.1185
17110	6.3551e-002
17111	2.7323e-002
17111	1.8402e-002
17112	2.9596e-002
17112	1.7526e-002
17113	1.4315e-002
17113	1.3209e-002
17114	3.252e-002
17114	3.1994e-002
17115	3.5493e-002
17115	4.3013e-002
17116	2.9793e-002
17116	2.7611e-002
17117	3.3698e-002
17117	4.0611e-002
17118	1.774e-002
17118	1.8014e-002
17119	1.5354e-002
17119	1.8539e-002
17120	2.0603e-002
17120	2.1594e-002
17121	1.8876e-002
17121	1.6428e-002
17122	0.
17122	0.
17123	0.
17123	0.
17124	0.
17124	0.
17125	0.
17125	0.
17126	0.
17126	0.
17127	0.
17127	0.
17128	0.
17128	0.
17129	0.
17129	0.
17130	0.
17130	0.
17131	0.
17131	0.
17132	0.
17132	0.
17133	0.
17133	0.
17134	0.
17134	0.
17135	0.
17135	0.
17136	0.
17136	0.
17137	0.
17137	0.
17138	0.
17138	0.
17139	0.
17139	0.
17140	0.
17140	0.
17141	0.
17141	0.
17142	0.
17142	0.
17143	0.
17143	0.
17144	1.7102e-003
17144	1.9706e-003
17145	1.0773e-002
17145	1.1671e-002
17146	1.142e-002
17146	1.2256e-002
17147	0.
17147	0.
17148	1.6843e-002
17148	1.8845e-002
17149	1.0941e-002
17149	2.3579e-002
17150	1.1315e-002
17150	9.4059e-003
17151	0.
17151	0.
17152	0.
17152	0.
17153	0.
17153	0.
17154	0.
17154	0.
17155	0.
17155	0.
17156	0.
17156	0.
17157	0.
17157	0.
17158	0.
17158	0.
17159	0.
17159	0.
17160	0.
17160	0.
17161	0.
17161	0.
17162	0.
17162	0.
17163	0.
17163	0.
17164	2.4173e-003
17164	3.6769e-003
17165	3.7198e-003
17165	1.3658e-002
17166	0.
17166	0.
17167	0.
17167	0.
17168	1.1373e-002
17168	1.5219e-002
17169	9.3868e-003
17169	8.4873e-003
17170	2.8044e-002
17170	4.0434e-002
17171	0.
17171	0.
17172	0.
17172	0.
17173	6.3113e-003
17173	5.0037e-003
17174	0.
17174	0.
17175	1.6189e-004
17175	9.8904e-005
17176	0.
17176	0.
17177	0.
17177	0.
17178	0.
17178	0.
17179	0.
17179	0.
17180	0.
17180	0.
17181	0.
17181	0.
17182	0.
17182	0.
17183	0.
17183	0.
17184	0.
17184	0.
17185	0.
17185	0.
17186	0.
17186	0.
17187	0.
17187	0.
17188	0.
17188	0.
17189	0.
17189	0.
17190	0.
17190	0.
17191	0.
17191	0.
17192	5.0837e-004
17192	3.7857e-004
17193	0.
17193	0.
17194	9.1709e-004
17194	2.4884e-003
17195	8.1605e-004
17195	5.1457e-004
17196	3.2226e-003
17196	4.3342e-003
17197	3.7665e-003
17197	6.0152e-003
17198	1.0148e-003
17198	6.0362e-004
17199	9.0905e-004
17199	5.9846e-004
17200	1.3355e-002
17200	1.012e-002
17201	3.6166e-004
17201	3.0961e-004
17202	2.207e-003
17202	1.7558e-003
17203	5.572e-004
17203	4.3104e-004
17204	1.3109e-002
17204	1.2622e-002
17205	1.6765e-002
17205	1.7481e-002
17206	1.9397e-003
17206	1.753e-003
17207	4.0461e-003
17207	2.1968e-003
17208	0.
17208	0.
17209	0.
17209	0.
17210	0.
17210	0.
17211	0.
17211	0.
17212	0.
17212	0.
17213	0.
17213	0.
17214	0.
17214	0.
17215	0.
17215	0.
17216	0.
17216	0.
17217	0.
17217	0.
17218	0.
17218	0.
17219	0.
17219	0.
17220	0.
17220	0.
17221	0.
17221	0.
17222	0.
17222	0.
17223	0.
17223	0.
17224	0.
17224	0.
17225	0.
17225	0.
17226	0.
17226	0.
17227	0.
17227	0.
17228	0.
17228	0.
17229	0.
17229	0.
17230	0.
17230	0.
17231	0.
17231	0.
17232	0.
17232	0.
17233	0.
17233	0.
17234	0.
17234	0.
17235	0.
17235	0.
17236	0.
17236	0.
17237	0.
17237	0.
17238	0.
17238	0.
17239	8.0416e-003
17239	5.0862e-003
17240	5.4829e-003
17240	4.1019e-003
17241	6.9806e-003
17241	4.4669e-003
17242	3.8742e-003
17242	5.9716e-003
17243	3.9306e-003
17243	6.4092e-003
17244	4.3221e-003
17244	7.9034e-003
17245	2.2468e-003
17245	2.1163e-003
17246	1.487e-003
17246	1.4198e-003
17247	1.56e-003
17247	1.4894e-003
17248	2.5615e-003
17248	2.5015e-003
17249	3.1261e-003
17249	3.7484e-003
17250	3.286e-003
17250	4.2496e-003
17251	2.5744e-003
17251	4.3396e-003
17252	9.824e-004
17252	1.564e-003
17253	1.9994e-003
17253	3.6826e-003
17254	5.9669e-003
17254	7.2377e-003
17255	1.0487e-002
17255	8.0541e-003
17256	1.1537e-002
17256	7.1322e-003
17257	1.9749e-002
17257	1.1573e-002
17258	1.7133e-002
17258	1.6717e-002
17259	6.6312e-003
17259	1.4435e-002
17260	1.4319e-002
17260	1.161e-002
17261	2.4818e-002
17261	2.5079e-002
17262	3.0263e-002
17262	2.0483e-002
17263	2.5552e-002
17263	3.4063e-002
17264	1.8608e-002
17264	3.1325e-002
17265	2.5137e-002
17265	3.155e-002
17266	2.7332e-002
17266	1.4584e-002
17267	3.4452e-002
17267	2.2176e-002
17268	5.6101e-003
17268	1.294e-002
17269	9.9579e-003
17269	1.6745e-002
17270	6.9966e-003
17270	1.9361e-002
17271	2.0061e-002
17271	2.3982e-002
17272	2.2419e-002
17272	3.2228e-002
17273	3.1138e-002
17273	3.1166e-002
17274	3.3324e-002
17274	1.671e-002
17275	2.5637e-002
17275	1.8063e-002
17276	1.7314e-002
17276	1.964e-002
17277	1.5284e-002
17277	1.6522e-002
17278	8.7285e-003
17278	1.0404e-002
17279	1.2619e-002
17279	1.4908e-002
17280	9.1202e-003
17280	1.1369e-002
17281	9.8006e-003
17281	1.3474e-002
17282	1.8252e-002
17282	1.9233e-002
17283	1.6322e-002
17283	1.7659e-002
17284	3.0844e-002
17284	1.4998e-002
17285	3.2265e-002
17285	8.5933e-003
17286	2.3354e-002
17286	2.4976e-002
17287	1.4482e-002
17287	2.4422e-002
17288	1.6145e-002
17288	2.6988e-002
17289	1.2444e-002
17289	2.8679e-002
17290	1.4486e-002
17290	1.1996e-002
17291	1.7325e-002
17291	8.1374e-003
17292	1.0671e-002
17292	1.6075e-002
17293	1.1138e-002
17293	1.7412e-002
17294	8.4493e-003
17294	6.8079e-003
17295	3.2511e-002
17295	3.8788e-002
17296	6.3741e-002
17296	5.6146e-002
17297	4.4139e-002
17297	4.8976e-002
17298	4.346e-002
17298	3.7226e-002
17299	3.8956e-002
17299	3.7168e-002
17300	2.546e-002
17300	5.4876e-002
17301	5.8601e-002
17301	2.8935e-002
17302	4.7845e-002
17302	5.1972e-002
17303	2.7839e-002
17303	3.1223e-002
17304	2.4545e-002
17304	3.8202e-002
17305	1.6372e-002
17305	1.5099e-002
17306	7.2785e-002
17306	7.2282e-002
17307	3.1914e-002
17307	5.7584e-002
17308	5.7283e-002
17308	5.2194e-002
17309	6.6062e-002
17309	2.4976e-002
17310	3.9743e-002
17310	3.9419e-002
17311	3.9563e-002
17311	5.8826e-002
17312	3.7294e-002
17312	4.3423e-002
17313	4.1741e-002
17313	7.0473e-002
17314	4.0207e-002
17314	4.8036e-002
17315	6.1621e-002
17315	0.11025
17316	5.1653e-002
17316	6.6167e-002
17317	8.2526e-002
17317	7.4196e-002
17318	7.5869e-002
17318	7.3453e-002
17319	5.6093e-002
17319	4.1138e-002
17320	5.0301e-002
17320	4.5294e-002
17321	4.4697e-002
17321	2.2786e-002
17322	3.8422e-002
17322	2.3746e-002
17323	2.6648e-002
17323	2.3584e-002
17324	8.4294e-004
17324	1.804e-003
17325	8.7553e-004
17325	2.1038e-003
17326	1.2373e-003
17326	2.8828e-003
17327	3.4058e-002
17327	6.1789e-002
17328	2.435e-002
17328	4.4578e-002
17329	2.2089e-002
17329	2.6665e-002
17330	3.693e-002
17330	1.2333e-002
17331	4.1151e-002
17331	2.1985e-002
17332	5.7685e-002
17332	3.2136e-002
17333	4.2478e-002
17333	2.2816e-002
17334	1.8477e-002
17334	1.6168e-002
17335	1.6882e-002
17335	1.6546e-002
17336	9.164e-003
17336	1.6446e-002
17337	2.5016e-002
17337	2.5439e-002
17338	2.1888e-002
17338	2.4483e-002
17339	2.0531e-003
17339	4.7059e-003
17340	1.5627e-002
17340	2.2395e-002
17341	2.1618e-002
17341	2.8846e-002
17342	2.1035e-002
17342	2.5212e-002
17343	2.0774e-002
17343	1.4801e-002
17344	1.1358e-002
17344	8.4574e-003
17345	3.8507e-002
17345	2.4748e-002
17346	1.0278e-002
17346	1.2373e-002
17347	1.004e-002
17347	7.0321e-003
17348	2.301e-002
17348	2.1341e-002
17349	6.6033e-003
17349	5.1792e-003
17350	2.1665e-002
17350	2.8449e-002
17351	1.06e-002
17351	1.225e-002
17352	1.1256e-002
17352	9.7297e-003
17353	2.2222e-003
17353	1.6237e-003
17354	1.2898e-003
17354	1.7272e-003
17355	3.4868e-002
17355	3.2324e-002
17356	5.7411e-002
17356	5.0941e-002
17357	5.3706e-002
17357	4.7877e-002
17358	1.4114e-002
17358	3.8919e-002
17359	3.8033e-002
17359	5.1105e-002
17360	4.543e-002
17360	2.7314e-002
17361	3.2128e-002
17361	1.724e-002
17362	1.7278e-002
17362	1.9987e-002
17363	2.5556e-002
17363	2.4215e-002
17364	2.1987e-002
17364	2.5466e-002
17365	1.2237e-002
17365	1.2917e-002
17366	2.1379e-002
17366	1.507e-002
17367	2.5489e-002
17367	2.2945e-002
17368	1.9461e-002
17368	1.5665e-002
17369	4.7506e-004
17369	2.22e-003
17370	5.9593e-002
17370	4.9049e-002
17371	6.6502e-002
17371	9.2581e-002
17372	3.1629e-002
17372	3.7402e-002
17373	4.287e-002
17373	4.6987e-002
17374	3.9926e-002
17374	3.1437e-002
17375	3.9361e-002
17375	3.595e-002
17376	6.5744e-002
17376	3.5791e-002
17377	4.7999e-002
17377	4.3926e-002
17378	5.3958e-002
17378	3.2675e-002
17379	2.9283e-002
17379	2.7178e-002
17380	6.9107e-002
17380	4.626e-002
17381	5.7756e-002
17381	2.5249e-002
17382	5.5727e-002
17382	5.7051e-002
17383	5.2229e-002
17383	7.3454e-002
17384	4.3556e-002
17384	3.724e-002
17385	3.8727e-002
17385	2.8227e-002
17386	4.1968e-002
17386	2.2323e-002
17387	5.379e-002
17387	6.932e-002
17388	9.3933e-004
17388	2.4297e-003
17389	1.6833e-003
17389	4.1643e-003
17390	1.6764e-003
17390	2.7088e-003
17391	5.0033e-002
17391	3.287e-002
17392	2.8795e-002
17392	1.7564e-002
17393	1.2793e-002
17393	1.4533e-002
17394	2.2693e-002
17394	2.7722e-002
17395	3.2468e-002
17395	2.3489e-002
17396	1.1596e-002
17396	1.531e-002
17397	3.2843e-002
17397	2.1799e-002
17398	3.2767e-002
17398	2.195e-002
17399	1.1724e-002
17399	1.7325e-002
17400	9.4448e-003
17400	9.8608e-003
17401	4.672e-003
17401	5.0636e-003
17402	1.1911e-002
17402	1.1767e-002
17403	1.3798e-002
17403	1.9737e-002
17404	1.1311e-002
17404	1.0398e-002
17405	1.2438e-002
17405	1.6711e-002
17406	1.7173e-002
17406	2.0435e-002
17407	9.0506e-003
17407	1.4146e-002
17408	1.0315e-002
17408	1.7137e-002
17409	7.9077e-003
17409	1.1976e-002
17410	2.3869e-002
17410	9.483e-003
17411	1.7335e-002
17411	1.5045e-002
17412	8.4088e-003
17412	9.1441e-003
17413	4.4386e-003
17413	4.0059e-003
17414	2.5678e-003
17414	2.8155e-003
17415	9.2391e-003
17415	2.1497e-002
17416	2.7851e-002
17416	3.7639e-002
17417	4.1821e-002
17417	4.6156e-002
17418	1.7302e-002
17418	1.0256e-002
17419	1.8511e-002
17419	1.8645e-002
17420	3.3082e-002
17420	2.1768e-002
17421	2.5669e-002
17421	1.4806e-002
17422	2.2495e-002
17422	1.8609e-002
17423	1.9419e-002
17423	1.8476e-002
17424	3.2527e-002
17424	2.5141e-002
17425	6.4005e-002
17425	2.5389e-002
17426	4.4712e-002
17426	3.2814e-002
17427	2.0164e-002
17427	3.1705e-002
17428	2.6015e-002
17428	3.5426e-002
17429	1.7687e-002
17429	3.8051e-002
17430	1.8148e-002
17430	2.9162e-002
17431	2.2091e-003
17431	2.1042e-003
17432	5.3352e-002
17432	9.8301e-002
17433	4.9362e-002
17433	4.3633e-002
17434	7.2857e-002
17434	6.1732e-002
17435	6.9049e-002
17435	3.1582e-002
17436	5.6489e-002
17436	4.9316e-002
17437	4.0651e-002
17437	4.0276e-002
17438	2.1863e-002
17438	5.5929e-002
17439	4.7756e-002
17439	4.5494e-002
17440	2.2331e-002
17440	3.0293e-002
17441	3.7749e-002
17441	4.375e-002
17442	3.6965e-002
17442	2.2121e-002
17443	3.6707e-002
17443	5.9302e-002
17444	6.0475e-002
17444	3.8958e-002
17445	5.6034e-002
17445	4.0528e-002
17446	3.6955e-002
17446	2.1999e-002
17447	5.5317e-002
17447	4.6497e-002
17448	3.6106e-002
17448	3.2777e-002
17449	2.9713e-002
17449	3.9111e-002
17450	7.0026e-004
17450	7.7097e-004
17451	6.9708e-004
17451	5.9911e-004
17452	8.6752e-004
17452	8.246e-004
17453	1.4048e-002
17453	1.9127e-002
17454	4.4608e-002
17454	2.4076e-002
17455	5.469e-002
17455	2.4845e-002
17456	4.6583e-002
17456	4.0301e-002
17457	2.4558e-002
17457	1.3956e-002
17458	1.0042e-002
17458	1.6532e-002
17459	2.4107e-002
17459	1.5836e-002
17460	1.6962e-002
17460	3.4697e-002
17461	2.3445e-002
17461	1.7379e-002
17462	1.9316e-002
17462	2.9075e-002
17463	1.9051e-002
17463	2.6054e-002
17464	3.1547e-002
17464	3.7606e-002
17465	1.2397e-002
17465	1.8524e-002
17466	3.3161e-003
17466	4.5362e-003
17467	1.0995e-002
17467	7.186e-003
17468	7.1768e-003
17468	2.9968e-003
17469	1.0788e-002
17469	7.9659e-003
17470	1.0332e-002
17470	4.0471e-003
17471	2.231e-002
17471	2.1507e-002
17472	1.3149e-002
17472	1.5209e-002
17473	7.5651e-003
17473	3.9789e-003
17474	7.2205e-003
17474	5.9e-003
17475	2.5928e-002
17475	1.4931e-002
17476	1.9106e-002
17476	1.3325e-002
17477	1.8844e-002
17477	1.6893e-002
17478	6.2297e-003
17478	9.6771e-003
17479	1.7708e-003
17479	1.4032e-003
17480	6.4238e-004
17480	1.1553e-003
17481	6.1761e-004
17481	7.5371e-004
17482	1.3818e-002
17482	7.3225e-003
17483	1.2389e-002
17483	1.2224e-002
17484	2.3693e-002
17484	3.4528e-002
17485	3.4518e-002
17485	5.4792e-002
17486	2.5696e-002
17486	1.6864e-002
17487	3.6493e-002
17487	3.1851e-002
17488	1.3058e-002
17488	2.1213e-002
17489	1.4478e-002
17489	3.4209e-002
17490	2.7317e-002
17490	3.1718e-002
17491	2.2996e-002
17491	2.2013e-002
17492	7.4512e-003
17492	1.2647e-002
17493	4.1625e-004
17493	7.2964e-004
17494	5.6328e-002
17494	4.1722e-002
17495	4.6445e-002
17495	4.599e-002
17496	5.597e-002
17496	3.7668e-002
17497	4.8856e-002
17497	8.2029e-002
17498	2.6317e-002
17498	4.0141e-002
17499	4.7631e-002
17499	3.5407e-002
17500	3.5251e-002
17500	4.7704e-002
17501	5.4914e-002
17501	5.0128e-002
17502	4.8572e-002
17502	3.8203e-002
17503	3.696e-002
17503	1.8774e-002
17504	3.892e-002
17504	5.6698e-002
17505	1.5332e-002
17505	4.9662e-002
17506	4.3218e-002
17506	5.5976e-002
17507	3.2098e-002
17507	4.1622e-002
17508	4.0054e-002
17508	3.4921e-002
17509	3.6467e-002
17509	2.3879e-002
17510	2.6109e-002
17510	5.0459e-002
17511	2.4994e-002
17511	7.8326e-002
17512	4.3017e-002
17512	5.0851e-002
17513	4.6461e-002
17513	2.4913e-002
17514	1.5041e-003
17514	2.2301e-003
17515	3.5281e-003
17515	2.4312e-003
17516	2.7583e-003
17516	2.5725e-003
17517	2.5494e-002
17517	1.8839e-002
17518	2.8939e-002
17518	1.267e-002
17519	1.318e-002
17519	2.8806e-002
17520	1.416e-002
17520	9.5266e-003
17521	1.3762e-002
17521	3.8365e-002
17522	2.1869e-002
17522	3.1344e-002
17523	1.7939e-002
17523	1.5483e-002
17524	2.8423e-002
17524	3.4242e-002
17525	2.7397e-002
17525	3.2596e-002
17526	4.1744e-002
17526	2.9541e-002
17527	7.4944e-003
17527	7.8972e-003
17528	1.2199e-002
17528	1.1717e-002
17529	8.7438e-003
17529	9.9556e-003
17530	1.6251e-002
17530	1.1838e-002
17531	1.9138e-002
17531	8.4459e-003
17532	1.4955e-002
17532	1.1881e-002
17533	1.723e-002
17533	6.9621e-003
17534	1.1226e-002
17534	1.3193e-002
17535	1.7567e-002
17535	1.4821e-002
17536	1.4155e-002
17536	1.3949e-002
17537	3.0218e-002
17537	3.4081e-002
17538	2.2271e-002
17538	2.5217e-002
17539	1.8017e-003
17539	4.209e-003
17540	8.1927e-004
17540	2.2595e-003
17541	6.1764e-004
17541	1.8392e-003
17542	1.7741e-002
17542	1.7469e-002
17543	2.7418e-002
17543	4.479e-002
17544	2.693e-002
17544	2.5228e-002
17545	9.9223e-003
17545	1.0618e-002
17546	1.5247e-002
17546	1.1519e-002
17547	2.1302e-002
17547	1.7919e-002
17548	3.9748e-002
17548	4.1356e-002
17549	1.6022e-002
17549	1.3703e-002
17550	1.7545e-002
17550	1.2108e-002
17551	3.4246e-002
17551	2.822e-002
17552	3.8299e-002
17552	3.4874e-002
17553	1.8845e-002
17553	1.0501e-002
17554	1.0187e-002
17554	1.1916e-002
17555	2.7965e-002
17555	1.6557e-002
17556	1.5531e-002
17556	1.2295e-002
17557	8.1606e-003
17557	2.7375e-002
17558	1.9301e-002
17558	4.2608e-002
17559	5.0871e-004
17559	1.2512e-003
17560	4.2388e-002
17560	6.2222e-002
17561	5.9108e-002
17561	6.3765e-002
17562	4.3235e-002
17562	3.6701e-002
17563	4.7637e-002
17563	4.2686e-002
17564	3.9173e-002
17564	4.029e-002
17565	4.6822e-002
17565	5.7892e-002
17566	7.9701e-002
17566	5.6802e-002
17567	4.5322e-002
17567	4.7891e-002
17568	5.0373e-002
17568	3.9244e-002
17569	4.1687e-002
17569	3.5552e-002
17570	4.4029e-002
17570	1.8334e-002
17571	0.
17571	0.
17572	6.144e-002
17572	4.8641e-002
17573	3.6233e-002
17573	5.1577e-002
17574	7.0307e-002
17574	5.457e-002
17575	2.7267e-002
17575	3.3552e-002
17576	3.6638e-002
17576	3.5601e-002
17577	4.7078e-002
17577	5.8249e-002
17578	0.
17578	0.
17579	0.
17579	0.
17580	3.5428e-002
17580	5.0816e-002
17581	0.
17581	0.
17582	0.
17582	0.
17583	3.116e-002
17583	5.3754e-002
17584	2.142e-002
17584	2.6093e-002
17585	3.3195e-002
17585	2.912e-002
17586	3.078e-002
17586	2.6065e-002
17587	0.
17587	0.
17588	0.
17588	0.
17589	0.
17589	0.
17590	0.
17590	0.
17591	0.
17591	0.
17592	0.
17592	0.
17593	0.
17593	0.
17594	0.
17594	0.
17595	0.
17595	0.
17596	0.
17596	0.
17597	0.
17597	0.
17598	0.
17598	0.
17599	0.
17599	0.
17600	0.
17600	0.
17601	0.
17601	0.
17602	0.
17602	0.
17603	0.
17603	0.
17604	0.
17604	0.
17605	0.
17605	0.
17606	0.
17606	0.
17607	0.
17607	0.
17608	0.
17608	0.
17609	0.
17609	0.
17610	0.
17610	0.
17611	0.
17611	0.
17612	0.
17612	0.
17613	0.
17613	0.
17614	1.792e-004
17614	1.0786e-004
17615	4.2197e-004
17615	2.9511e-004
17616	0.
17616	0.
17617	0.
17617	0.
17618	0.
17618	0.
17619	0.
17619	0.
17620	0.
17620	0.
17621	0.
17621	0.
17622	0.
17622	0.
17623	0.
17623	0.
17624	0.
17624	0.
17625	0.
17625	0.
17626	0.
17626	0.
17627	0.
17627	0.
17628	0.
17628	0.
17629	0.
17629	0.
17630	0.
17630	0.
17631	0.
17631	0.
17632	0.
17632	0.
17633	0.
17633	0.
17634	0.
17634	0.
17635	0.
17635	0.
17636	0.
17636	0.
17637	0.
17637	0.
17638	0.
17638	0.
17639	0.
17639	0.
17640	0.
17640	0.
17641	0.
17641	0.
17642	0.
17642	0.
17643	2.7201e-002
17643	3.4025e-002
17644	5.4522e-002
17644	2.6621e-002
17645	0.
17645	0.
17646	0.
17646	0.
17647	1.2501e-002
17647	8.4129e-003
17648	8.6106e-003
17648	5.1277e-003
17649	4.4478e-002
17649	2.0511e-002
17650	0.
17650	0.
17651	0.
17651	0.
17652	0.
17652	0.
17653	0.
17653	0.
17654	2.5785e-002
17654	2.2174e-002
17655	2.641e-002
17655	2.8753e-002
17656	2.7549e-002
17656	2.6389e-002
17657	3.2727e-002
17657	3.5124e-002
17658	1.9605e-002
17658	9.9973e-003
17659	2.3978e-002
17659	2.1821e-002
17660	1.766e-002
17660	9.0625e-003
17661	2.1966e-002
17661	2.4002e-002
17662	1.3138e-002
17662	7.2251e-003
17663	9.8526e-003
17663	1.6552e-002
17664	1.4889e-002
17664	1.3455e-002
17665	1.9144e-002
17665	2.5485e-002
17666	0.
17666	0.
17667	0.
17667	0.
17668	1.7657e-002
17668	2.5199e-002
17669	1.2328e-002
17669	2.0503e-002
17670	2.3148e-002
17670	1.8972e-002
17671	0.
17671	0.
17672	0.
17672	0.
17673	1.014e-002
17673	5.2382e-003
17674	3.8228e-002
17674	4.1482e-002
17675	3.8693e-002
17675	4.0705e-002
17676	3.007e-002
17676	2.7461e-002
17677	4.0671e-002
17677	4.3998e-002
17678	4.7413e-002
17678	6.6478e-002
17679	4.1254e-002
17679	4.9366e-002
